# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16	1362	+					dnaA		GBA65_RS00005	1347		old_locus_tag=GBA65_00005
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16	1362	+	WP_166394824.1	WP_166394824.1		chromosomal replication initiator protein DnaA	dnaA		GBA65_RS00005	1347	448	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	1937	3085	+					dnaN		GBA65_RS00010	1149		old_locus_tag=GBA65_00010
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	1937	3085	+	WP_166394825.1	WP_166394825.1		DNA polymerase III subunit beta	dnaN		GBA65_RS00010	1149	382	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	3092	3289	+							GBA65_RS24860	198		old_locus_tag=GBA65_00015
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	3092	3289	+	WP_166394827.1	WP_166394827.1		RNA-binding S4 domain-containing protein			GBA65_RS24860	198	65	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	3286	4416	+							GBA65_RS00020	1131		old_locus_tag=GBA65_00020
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	3286	4416	+	WP_166394829.1	WP_166394829.1		DNA replication/repair protein RecF			GBA65_RS00020	1131	376	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	4584	6521	+					gyrB		GBA65_RS00025	1938		old_locus_tag=GBA65_00025
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	4584	6521	+	WP_166394830.1	WP_166394830.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		GBA65_RS00025	1938	645	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	6514	9081	+					gyrA		GBA65_RS00030	2568		old_locus_tag=GBA65_00030
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	6514	9081	+	WP_166394831.1	WP_166394831.1		DNA gyrase subunit A	gyrA		GBA65_RS00030	2568	855	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	9074	9499	+							GBA65_RS00035	426		old_locus_tag=GBA65_00035
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	9074	9499	+	WP_166394832.1	WP_166394832.1		hypothetical protein			GBA65_RS00035	426	141	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	9568	10815	+							GBA65_RS00040	1248		old_locus_tag=GBA65_00040
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	9568	10815	+	WP_166394834.1	WP_166394834.1		NYN domain-containing protein			GBA65_RS00040	1248	415	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	10885	11175	-							GBA65_RS00045	291		old_locus_tag=GBA65_00045
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	10885	11175	-	WP_166394835.1	WP_166394835.1		hypothetical protein			GBA65_RS00045	291	96	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	11320	11652	+							GBA65_RS00050	333		old_locus_tag=GBA65_00050
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	11320	11652	+	WP_166394836.1	WP_166394836.1		hypothetical protein			GBA65_RS00050	333	110	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	12217	12981	+							GBA65_RS00055	765		old_locus_tag=GBA65_00055
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	12217	12981	+	WP_207956012.1	WP_207956012.1		hypothetical protein			GBA65_RS00055	765	254	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	13063	14796	+							GBA65_RS00060	1734		old_locus_tag=GBA65_00060
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	13063	14796	+	WP_228281555.1	WP_228281555.1		FAD-binding protein			GBA65_RS00060	1734	577	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	14825	15712	+							GBA65_RS00065	888		old_locus_tag=GBA65_00065
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	14825	15712	+	WP_228281557.1	WP_228281557.1		succinate dehydrogenase/fumarate reductase iron-sulfur subunit			GBA65_RS00065	888	295	
gene	tRNA	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	15833	15905	-							GBA65_RS00070	73		old_locus_tag=GBA65_00070
tRNA		GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	15833	15905	-				tRNA-Gly			GBA65_RS00070	73		anticodon=CCC
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	15964	16278	+							GBA65_RS00075	315		old_locus_tag=GBA65_00075
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	15964	16278	+	WP_166394838.1	WP_166394838.1		hypothetical protein			GBA65_RS00075	315	104	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16579	16794	+							GBA65_RS23825	216		
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16579	16794	+	WP_228281559.1	WP_228281559.1		hypothetical protein			GBA65_RS23825	216	71	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16784	17362	-							GBA65_RS00085	579		old_locus_tag=GBA65_00085
CDS	with_protein	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	16784	17362	-	WP_166394840.1	WP_166394840.1		hypothetical protein			GBA65_RS00085	579	192	
gene	protein_coding	GCF_011492965.1	Primary Assembly	chromosome		NZ_CP045121.1	17491	17691	+							GBA65_RS00090	201		old_locus_tag=GBA65_00090
