# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	190	255	+					thrL	944742	b0001	66		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	190	255	+	NP_414542.1	WP_001386572.1		thr operon leader peptide	thrL	944742	b0001	66	21	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	337	2799	+					thrA	945803	b0002	2463		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	337	2799	+	NP_414543.1	WP_001264707.1		fused aspartate kinase/homoserine dehydrogenase 1	thrA	945803	b0002	2463	820	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2801	3733	+					thrB	947498	b0003	933		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2801	3733	+	NP_414544.1	WP_000241662.1		homoserine kinase	thrB	947498	b0003	933	310	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	3734	5020	+					thrC	945198	b0004	1287		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	3734	5020	+	NP_414545.1	WP_000781074.1		threonine synthase	thrC	945198	b0004	1287	428	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	5234	5530	+					yaaX	944747	b0005	297		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	5234	5530	+	NP_414546.1	WP_000738719.1		DUF2502 domain-containing protein YaaX	yaaX	944747	b0005	297	98	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	5683	6459	-					yaaA	944749	b0006	777		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	5683	6459	-	NP_414547.1	WP_000906197.1		DNA binding and peroxide stress response protein YaaA	yaaA	944749	b0006	777	258	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	6529	7959	-					yaaJ	944745	b0007	1431		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	6529	7959	-	NP_414548.1	WP_001112606.1		putative transporter YaaJ	yaaJ	944745	b0007	1431	476	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	8238	9191	+					talB	944748	b0008	954		
CDS	with_protein	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	8238	9191	+	NP_414549.1	WP_000130185.1		transaldolase B	talB	944748	b0008	954	317	
