# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	1	1338	+					dnaA		GBA63_RS00005	1338		old_locus_tag=GBA63_00005
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	1	1338	+	WP_166172290.1	WP_166172290.1		chromosomal replication initiator protein DnaA	dnaA		GBA63_RS00005	1338	445	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	1837	2988	+					dnaN		GBA63_RS00010	1152		old_locus_tag=GBA63_00010
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	1837	2988	+	WP_166172292.1	WP_166172292.1		DNA polymerase III subunit beta	dnaN		GBA63_RS00010	1152	383	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	2989	3183	+							GBA63_RS23865	195		old_locus_tag=GBA63_00015
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	2989	3183	+	WP_166172294.1	WP_166172294.1		RNA-binding S4 domain-containing protein			GBA63_RS23865	195	64	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	3180	4331	+							GBA63_RS00020	1152		old_locus_tag=GBA63_00020
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	3180	4331	+	WP_166172296.1	WP_166172296.1		DNA replication/repair protein RecF			GBA63_RS00020	1152	383	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	4461	6398	+					gyrB		GBA63_RS00025	1938		old_locus_tag=GBA63_00025
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	4461	6398	+	WP_166172298.1	WP_166172298.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		GBA63_RS00025	1938	645	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	6511	9069	+					gyrA		GBA63_RS00030	2559		old_locus_tag=GBA63_00030
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	6511	9069	+	WP_166172300.1	WP_166172300.1		DNA gyrase subunit A	gyrA		GBA63_RS00030	2559	852	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	9071	9484	+							GBA63_RS00035	414		old_locus_tag=GBA63_00035
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	9071	9484	+	WP_166172302.1	WP_166172302.1		hypothetical protein			GBA63_RS00035	414	137	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	9544	10743	+							GBA63_RS00040	1200		old_locus_tag=GBA63_00040
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	9544	10743	+	WP_166172304.1	WP_166172304.1		NYN domain-containing protein			GBA63_RS00040	1200	399	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	10748	11590	+							GBA63_RS00045	843		old_locus_tag=GBA63_00045
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	10748	11590	+	WP_166172306.1	WP_166172306.1		nucleotidyltransferase domain-containing protein			GBA63_RS00045	843	280	
gene	protein_coding	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	11635	11925	-							GBA63_RS00050	291		old_locus_tag=GBA63_00050
CDS	with_protein	GCF_011492945.1	Primary Assembly	chromosome		NZ_CP045119.1	11635	11925	-	WP_166172308.1	WP_166172308.1		hypothetical protein			GBA63_RS00050	291	96	
