# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	190	255	+					thrL	1251519	STM0001	66		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	190	255	+	NP_459006.1	WP_001575544.1		thr operon leader peptide	thrL	1251519	STM0001	66	21	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	325	2799	+					thrA	1251520	STM0002	2475		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	337	2799	+	NP_459007.1	WP_001264681.1		bifunctional aspartate kinase/homoserine dehydrogenase I	thrA	1251520	STM0002	2463	820	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	2789	3730	+					thrB	1251521	STM0003	942		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	2801	3730	+	NP_459008.1	WP_000241685.1		homoserine kinase	thrB	1251521	STM0003	930	309	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	3722	5020	+					thrC	1251522	STM0004	1299		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	3734	5020	+	NP_459009.1	WP_000781105.1		threonine synthase	thrC	1251522	STM0004	1287	428	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	5114	5898	-					yaaA	1251523	STM0005	785		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	5114	5887	-	NP_459010.1	WP_000906175.1		peroxide stress protein YaaA	yaaA	1251523	STM0005	774	257	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	5966	7407	-					yaaJ	1251524	STM0006	1442		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	5966	7396	-	NP_459011.1	WP_001113820.1		sodium:alanine symporter family protein	yaaJ	1251524	STM0006	1431	476	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	7652	8618	+					talB	1251525	STM0007	967		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	7665	8618	+	NP_459012.1	WP_000130175.1		transaldolase	talB	1251525	STM0007	954	317	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	8718	9319	+					mog	1251526	STM0008	602		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	8729	9319	+	NP_459013.1	WP_000380372.1		molybdopterin adenylyltransferase	mog	1251526	STM0008	591	196	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	9376	9950	-					yaaH	1251527	STM0009	575		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	9376	9942	-	NP_459014.1	WP_000528527.1		hypothetical protein	yaaH	1251527	STM0009	567	188	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	10092	10811	-					htgA	1251528	STM0010	720		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	10092	10805	-	NP_459015.1	WP_001103477.1		hypothetical protein	htgA	1251528	STM0010	714	237	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	10841	11255	-					yaaI	1251529	STM0011	415		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	10841	11245	-	NP_459016.1	WP_001258094.1		hypothetical protein	yaaI	1251529	STM0011	405	134	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	11579	13509	+					dnaK	1251530	STM0012	1931		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	11593	13509	+	NP_459017.1	WP_000516125.1		molecular chaperone DnaK	dnaK	1251530	STM0012	1917	638	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	13577	14734	+					dnaJ	1251531	STM0013	1158		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	13595	14734	+	NP_459018.1	WP_001119009.1		molecular chaperone DnaJ	dnaJ	1251531	STM0013	1140	379	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	15007	15961	+						1251532	STM0014	955		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	15014	15961	+	NP_459019.1	WP_000534901.1		hypothetical protein		1251532	STM0014	948	315	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	16083	16432	+						1251533	STM0015	350		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	16088	16432	+	NP_459020.1	WP_000026889.1		hypothetical protein		1251533	STM0015	345	114	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	16493	17033	-						1251534	STM0016	541		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	16493	17026	-	NP_459021.1	WP_001068132.1		hypothetical protein		1251534	STM0016	534	177	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	17043	17493	-						1251535	STM0017	451		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	17043	17486	-	NP_459022.1	WP_000860682.1		hypothetical protein		1251535	STM0017	444	147	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	17860	19966	+						1251536	STM0018	2107		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	17867	19966	+	NP_459023.1	WP_000235798.1		chitinase		1251536	STM0018	2100	699	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	20051	23054	+						1251537	STM0019	3004		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	20058	23054	+	NP_459024.1	WP_000155792.1		chitinase		1251537	STM0019	2997	998	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	23335	24039	+						1251538	STM0020	705		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	23335	24039	+	NP_459025.1	WP_000738617.1		hypothetical protein		1251538	STM0020	705	234	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	24462	25011	+					bcfA	1251539	STM0021	550		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	24469	25011	+	NP_459026.1	WP_000743357.1		fimbrial protein	bcfA	1251539	STM0021	543	180	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	25105	25798	+					bcfB	1251540	STM0022	694		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	25112	25798	+	NP_459027.1	WP_000742551.1		fimbrial chaperone protein	bcfB	1251540	STM0022	687	228	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	25803	28424	+					bcfC	1251541	STM0023	2622		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	25803	28424	+	NP_459028.1	WP_001245854.1		outer membrane usher protein	bcfC	1251541	STM0023	2622	873	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	28410	29432	+					bcfD	1251542	STM0024	1023		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	28425	29432	+	NP_459029.1	WP_000701247.1		fimbrial protein	bcfD	1251542	STM0024	1008	335	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	29418	29978	+					bcfE	1251543	STM0025	561		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	29433	29978	+	NP_459030.1	WP_001082039.1		fimbrial protein	bcfE	1251543	STM0025	546	181	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	29977	30512	+					bcfF	1251544	STM0026	536		
CDS	with_protein	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	29994	30512	+	NP_459031.1	WP_001243232.1		fimbrial protein	bcfF	1251544	STM0026	519	172	
gene	protein_coding	GCF_000006945.2	Primary Assembly	chromosome		NC_003197.2	30466	31209	+					bcfG	1251545	STM0027	744		
